DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Start frame(movement),Stop frame(movement),empty frames,ground truth,Heartrate (BPM),error
200316143414_OlE_HR_IPF0_21C_2x,181,WE00085,H012,LO002,CO1,24.84,v1.4(may22-region),312.354,2.877,2094.000,1.943,3314.000,0.324,0.517,6.000,1.000,0.484,0.000,239.000,0.000,350.100,193.000,157.100
201102151224_OlE_HR_IPF0_28C,26,WE00026,C002,LO001,CO1,23.84,v1.4(may22-region),265.311,16.874,11910.000,3.778,119134.000,0.365,0.634,64.000,16.000,0.625,38.000,239.000,0.000,350.100,21.000,329.100
201102151224_OlE_HR_IPF0_28C,45,WE00087,H010,LO001,CO1,23.84,v1.4(may22-region),131.484,6.061,18300.000,4.086,144392.000,0.446,0.766,25.000,6.000,0.674,62.000,239.000,0.000,350.100,16.000,334.100
201102151224_OlE_HR_IPF0_28C,59,WE00011,A011,LO002,CO1,23.85,v1.4(may22-region),118.134,14.994,58871.000,5.022,109049.000,0.389,0.752,75.000,10.000,0.691,102.000,239.000,0.000,350.100,21.000,329.100
201102151224_OlE_HR_IPF0_28C,60,WE00012,A012,LO002,CO1,23.83,v1.4(may22-region),285.401,0.909,4314.000,6.191,5805.000,0.329,0.533,6.000,1.000,0.923,0.000,239.000,0.000,350.100,78.000,272.100
201102151224_OlE_HR_IPF0_28C,70,WE00022,B003,LO002,CO1,23.85,v1.4(may22-region),143.002,2.694,479.000,4.046,6405.000,0.345,0.571,11.000,4.000,0.484,0.000,239.000,0.000,350.100,18.000,332.100
201102151224_OlE_HR_IPF0_28C,86,WE00044,D005,LO002,CO1,23.85,v1.4(may22-region),504.830,2.649,5178.000,38.195,5001.000,0.359,0.542,101.000,10.000,0.507,0.000,239.000,0.000,350.100,114.000,236.100
201116151054_OlE_HR_IPF0_28C,15,WE00015,B010,LO001,CO1,23.83,v1.4(may22-region),81.036,5.380,13907.000,3.207,93349.000,0.353,0.689,17.000,4.000,0.742,111.000,239.000,0.000,350.100,22.000,328.100
201116151054_OlE_HR_IPF0_28C,64,WE00002,A002,LO002,CO1,23.83,v1.4(may22-region),148.914,8.442,25606.000,4.088,81634.000,0.369,0.709,35.000,5.000,0.665,110.000,239.000,0.000,350.100,22.000,328.100
201116151054_OlE_HR_IPF0_28C,75,WE00013,B012,LO002,CO1,23.85,v1.4(may22-region),145.749,27.956,51900.000,2.611,105887.000,0.400,0.745,73.000,12.000,0.611,100.000,239.000,0.000,350.100,21.000,329.100
200706164228_OlE_HR_IPF0_35C,8,WE00008,A008,LO001,CO1,23.83,v1.4(may22-region),149.579,17.471,27504.000,3.976,155103.000,0.457,0.805,69.000,13.000,0.683,96.000,239.000,0.000,350.100,20.000,330.100
200706164228_OlE_HR_IPF0_35C,11,WE00011,A011,LO001,CO1,23.78,v1.4(may22-region),410.558,0.763,2048.000,11.434,3606.000,0.361,0.562,9.000,2.000,0.983,0.000,239.000,0.000,350.100,137.000,213.100
200706164228_OlE_HR_IPF0_35C,24,WE00024,B001,LO001,CO1,23.75,v1.4(may22-region),216.116,33.170,42658.000,3.147,152192.000,0.394,0.664,104.000,22.000,0.665,73.000,239.000,0.000,350.100,17.000,333.100
200706164228_OlE_HR_IPF0_35C,30,WE00030,C006,LO001,CO1,23.83,v1.4(may22-region),352.676,2.812,18318.000,5.089,107518.000,0.340,0.627,14.000,3.000,0.469,29.000,239.000,0.000,350.100,20.000,330.100
200706164228_OlE_HR_IPF0_35C,33,WE00033,C009,LO001,CO1,23.79,v1.4(may22-region),719.796,5.045,10130.000,8.303,8446.000,0.387,0.691,42.000,9.000,0.425,0.000,239.000,0.000,350.100,18.000,332.100
200706164228_OlE_HR_IPF0_35C,79,WE00004,A004,LO002,CO1,23.8,v1.4(may22-region),81.188,11.426,13705.000,2.465,148997.000,0.349,0.651,28.000,5.000,0.739,109.000,239.000,0.000,350.100,22.000,328.100
200706164228_OlE_HR_IPF0_35C,99,WE00024,B001,LO002,CO1,23.83,v1.4(may22-region),245.602,5.271,4026.000,4.041,130127.000,0.342,0.525,21.000,6.000,0.882,47.000,239.000,0.000,350.100,22.000,328.100
200706164228_OlE_HR_IPF0_35C,106,WE00031,C007,LO002,CO1,23.8,v1.4(may22-region),106.911,2.908,1457.000,2.927,97258.000,0.291,0.500,9.000,2.000,0.801,105.000,239.000,0.000,350.100,21.000,329.100
200817153340_OlE_HR_IPF0_28C,100,WE00011,A011,LO002,CO1,23.87,v1.4(may22-region),206.158,2.896,3522.000,4.470,153386.000,0.381,0.699,13.000,3.000,0.622,7.000,239.000,0.000,350.100,19.000,331.100
200817153340_OlE_HR_IPF0_28C,147,WE00058,E010,LO002,CO1,23.87,v1.4(may22-region),153.059,12.065,18735.000,3.269,123170.000,0.410,0.709,39.000,9.000,0.694,115.000,239.000,0.000,350.100,23.000,327.100
200824142823_OlE_HR_IPF0_21C,100,WE00004,A004,LO002,CO1,23.82,v1.4(may22-region),179.229,18.209,71869.000,5.163,134136.000,0.473,0.794,94.000,20.000,0.736,77.000,239.000,0.000,350.100,18.000,332.100
200824142823_OlE_HR_IPF0_21C,149,WE00053,E005,LO002,CO1,23.82,v1.4(may22-region),545.847,17.441,4906.000,0.828,6083.000,0.487,0.853,14.000,5.000,0.461,0.000,239.000,0.000,350.100,173.000,177.100
200824142823_OlE_HR_IPF0_21C,176,WE00080,G008,LO002,CO1,23.83,v1.4(may22-region),249.635,37.635,939.000,2.701,11681.000,0.347,0.513,102.000,33.000,0.705,0.000,239.000,0.000,350.100,18.000,332.100
200316164942_OlE_HR_IPF0_35C_2x,29,WE00029,C005,LO001,CO1,24.85,v1.4(may22-region),187.103,36.431,72326.000,4.890,148317.000,0.495,0.844,178.000,34.000,0.744,58.000,239.000,0.000,350.100,16.000,334.100
200316164942_OlE_HR_IPF0_35C_2x,32,WE00032,C008,LO001,CO1,24.84,v1.4(may22-region),134.687,15.064,128087.000,7.268,124819.000,0.459,0.810,109.000,13.000,0.723,101.000,239.000,0.000,350.100,22.000,328.100
200316164942_OlE_HR_IPF0_35C_2x,161,WE00065,F008,LO002,CO1,24.8,v1.4(may22-region),248.848,7.342,13878.000,4.460,20922.000,0.406,0.670,33.000,9.000,0.755,0.000,239.000,0.000,350.100,19.000,331.100
200316154313_OlE_HR_IPF0_28C_2x,5,WE00005,A005,LO001,CO1,24.82,v1.4(may22-region),208.349,1.519,6387.000,3.272,8656.000,0.342,0.660,5.000,1.000,0.814,0.000,239.000,0.000,350.100,81.000,269.100
200316154313_OlE_HR_IPF0_28C_2x,15,WE00015,B010,LO001,CO1,24.75,v1.4(may22-region),158.149,25.224,65750.000,3.626,139502.000,0.410,0.759,91.000,18.000,0.669,110.000,239.000,0.000,350.100,23.000,327.100
200316154313_OlE_HR_IPF0_28C_2x,86,WE00086,H011,LO001,CO1,24.87,v1.4(may22-region),109.479,15.177,49657.000,3.267,129364.000,0.377,0.728,50.000,7.000,0.656,121.000,239.000,0.000,350.100,25.000,325.100
200316154313_OlE_HR_IPF0_28C_2x,136,WE00040,D009,LO002,CO1,24.86,v1.4(may22-region),226.677,13.742,19288.000,4.596,22853.000,0.440,0.776,63.000,16.000,0.636,0.000,239.000,0.000,350.100,19.000,331.100
200316154313_OlE_HR_IPF0_28C_2x,187,WE00091,H006,LO002,CO1,24.79,v1.4(may22-region),237.750,5.162,1823.000,3.674,127445.000,0.371,0.624,19.000,5.000,0.518,64.000,239.000,0.000,350.100,17.000,333.100
200313152204_OlE_HR_IPF0_28C_2x,24,WE00024,B001,LO001,CO1,23.78,v1.4(may22-region),190.832,15.597,3058.000,4.516,7203.000,0.430,0.642,70.000,28.000,0.842,0.000,239.000,0.000,350.100,18.000,332.100
MULTIPLEX_24FPS_211207134801_Multiplex74_F1_9896_Cas9_Tank_specific_21C,84,WE00084,G012,LO001,CO6,24,v1.4(may22-dev),182.777,3.249,4969.000,5.575,117725.000,0.338,0.637,18.000,5.000,0.742,48.000,239.000,0.000,NA,23,300.000
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,62,WE00082,G010,LO001,CO6,13,v1.4(may22-dev),104.247,2.163,1019.000,4.726,134417.000,0.318,0.589,10.000,2.000,0.711,12.000,129.000,0.000,NA,27,300.000
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,24,WE00038,D011,LO001,CO6,13,v1.4(may22-dev),138.072,1.365,629.000,1.058,4099.000,0.300,0.447,1.000,1.000,0.510,0.000,129.000,0.000,NA,48,300.000
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,36,WE00049,E001,LO001,CO6,13,v1.4(may22-dev),80.807,0.970,1651.000,1.929,98920.000,0.334,0.563,2.000,1.000,0.849,53.000,129.000,0.000,NA,92,300.000
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,42,WE00058,E010,LO001,CO6,13,v1.4(may22-dev),126.748,1.547,2581.000,1.807,3841889.000,0.239,0.429,3.000,1.000,0.127,0.000,57.000,0.000,NA,96,300.000
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,53,WE00055,E007,LO001,CO6,13,v1.4(may22-dev),90.590,0.862,2269.000,1.359,3487181.000,0.266,0.479,1.000,1.000,0.132,0.000,52.000,0.000,NA,105,300.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,39,WE00041,D008,LO001,CO6,13,v1.4(may22-dev),196.507,0.093,377.000,10.442,6390.000,0.314,0.495,1.000,0.000,0.944,0.000,129.000,0.000,NA,175,300.000
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,6,WE00006,A006,LO001,CO6,24,v1.4(may22-dev),379.134,0.062,1257.000,72.060,105025.000,0.409,0.627,4.000,1.000,0.613,0.000,227.000,0.000,NA,216,300.000
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,68,WE00068,F005,LO001,CO6,24,v1.4(may22-dev),114.347,7.747,11566.000,8.958,139813.000,0.374,0.651,69.000,12.000,0.731,74.000,239.000,0.000,282.400,26,256.400
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,66,WE00066,F007,LO001,CO6,24,v1.4(may22-dev),116.712,2.411,21533.000,5.869,141198.000,0.324,0.556,14.000,3.000,0.726,57.000,239.000,0.000,267.300,24,243.300
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,37,WE00037,D012,LO001,CO6,24,v1.4(may22-dev),194.957,4.724,46545.000,6.583,147809.000,0.401,0.760,31.000,4.000,0.649,42.000,169.000,0.000,254.800,23,231.800
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,10,WE00010,A010,LO001,CO6,24,v1.4(may22-dev),87.876,6.822,35395.000,4.313,135563.000,0.404,0.722,29.000,5.000,0.806,109.000,239.000,0.000,237.400,22,215.400
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,45,WE00045,D004,LO001,CO6,24,v1.4(may22-dev),237.870,2.109,20435.000,3.237,127123.000,0.317,0.581,7.000,2.000,0.513,113.000,239.000,0.000,235.900,23,212.900
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,14,WE00014,B011,LO001,CO6,24,v1.4(may22-dev),142.264,8.422,65640.000,3.736,149152.000,0.399,0.770,31.000,6.000,0.649,122.000,239.000,0.000,233.100,25,208.100
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,53,WE00053,E005,LO001,CO6,24,v1.4(may22-dev),124.374,30.629,6317.000,2.491,137820.000,0.350,0.580,76.000,10.000,0.909,107.000,239.000,0.000,229.100,22,207.100
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,55,WE00055,E007,LO001,CO6,24,v1.4(may22-dev),184.726,18.107,12933.000,2.997,132587.000,0.373,0.705,54.000,12.000,0.872,98.000,239.000,0.000,164.600,20,144.600
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,78,WE00014,B011,LO002,CO6,13,v1.4(may22-dev),139.098,6.120,16640.000,3.948,114087.000,0.318,0.590,24.000,4.000,0.517,47.000,129.000,0.000,172.100,29,143.100
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,22,WE00037,D012,LO001,CO6,13,v1.4(may22-dev),86.587,5.163,3333.000,3.344,2862874.000,0.283,0.516,17.000,4.000,0.386,0.000,61.000,0.000,165.000,26,139.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,22,WE00022,B003,LO001,CO6,13,v1.4(may22-dev),196.778,12.556,16430.000,4.134,118915.000,0.350,0.613,52.000,7.000,0.530,58.000,129.000,0.000,153.500,22,131.500
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,19,WE00019,B006,LO001,CO6,24,v1.4(may22-dev),198.900,6.474,9453.000,4.473,126435.000,0.363,0.594,29.000,7.000,0.747,50.000,239.000,0.000,150.200,23,127.200
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,3,WE00003,A003,LO001,CO6,24,v1.4(may22-dev),224.610,4.605,29851.000,4.887,117969.000,0.336,0.625,23.000,4.000,0.593,89.000,239.000,0.000,142.900,29,113.900
MULTIPLEX_24FPS_211207134801_Multiplex74_F1_9896_Cas9_Tank_specific_21C,40,WE00040,D009,LO001,CO6,24,v1.4(may22-dev),641.347,65.267,3714.000,0.390,4914.000,0.359,0.671,25.000,4.000,0.493,0.000,239.000,0.000,99.700,199,99.300
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,52,WE00052,E004,LO001,CO6,24,v1.4(may22-dev),325.681,1.557,382.000,1.335,4547.000,0.305,0.370,2.000,1.000,0.864,0.000,239.000,0.000,92.900,187,94.100
MULTIPLEX_24FPS_211207134801_Multiplex74_F1_9896_Cas9_Tank_specific_21C,5,WE00005,A005,LO001,CO6,24,v1.4(may22-dev),348.048,7.360,2247.000,0.721,101331.000,0.337,0.627,5.000,1.000,0.444,0.000,238.000,0.000,87.900,175,87.100
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,16,WE00028,C004,LO001,CO6,13,v1.4(may22-dev),828.060,5.239,6198.000,11.216,6054.000,0.410,0.611,59.000,11.000,0.531,0.000,129.000,0.000,178.000,91,87.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,17,WE00017,B008,LO001,CO6,13,v1.4(may22-dev),418.749,2.290,5880.000,7.421,9898.000,0.379,0.573,17.000,3.000,0.772,0.000,129.000,0.000,172.000,85,87.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,25,WE00037,D012,LO001,CO6,13,v1.4(may22-dev),624.194,96.955,8080.000,0.117,9247.000,0.427,0.604,11.000,4.000,0.504,0.000,129.000,0.000,84.000,169,85.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,11,WE00011,A011,LO001,CO6,13,v1.4(may22-dev),200.586,3.504,461.000,2.018,4717.000,0.411,0.726,7.000,1.000,0.846,0.000,129.000,0.000,80.900,163,82.100
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,33,WE00046,D003,LO001,CO6,13,v1.4(may22-dev),597.975,35.745,7639.000,1.185,7073.000,0.451,0.746,42.000,6.000,0.666,0.000,129.000,0.000,81.000,163,82.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,2,WE00002,A002,LO001,CO6,13,v1.4(may22-dev),198.134,0.408,597.000,4.363,2527.000,0.325,0.527,2.000,1.000,0.958,0.000,129.000,0.000,166.200,85,81.200
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,26,WE00038,D011,LO001,CO6,13,v1.4(may22-dev),587.048,22.200,4220.000,2.534,5756.000,0.498,0.845,56.000,10.000,0.658,0.000,129.000,0.000,82.000,163,81.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,24,WE00036,C012,LO001,CO6,13,v1.4(may22-dev),336.236,28.457,3808.000,1.293,2496149.000,0.357,0.573,37.000,4.000,0.546,0.000,121.000,0.000,81.000,161,80.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,4,WE00004,A004,LO001,CO6,13,v1.4(may22-dev),435.704,37.825,7181.000,0.471,6896.000,0.392,0.761,18.000,3.000,0.528,0.000,129.000,0.000,78.000,157,79.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,20,WE00032,C008,LO001,CO6,13,v1.4(may22-dev),440.553,24.956,6972.000,0.864,4586.000,0.456,0.781,22.000,4.000,0.617,0.000,129.000,0.000,78.000,157,79.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,28,WE00040,D009,LO001,CO6,13,v1.4(may22-dev),503.294,33.518,4101.000,1.447,3627.000,0.561,0.918,48.000,9.000,0.591,0.000,129.000,0.000,157.000,79,78.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,36,WE00049,E001,LO001,CO6,13,v1.4(may22-dev),432.629,0.249,2090.000,22.484,5852.000,0.337,0.490,6.000,2.000,0.890,0.000,129.000,0.000,87.000,163,76.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,20,WE00020,B005,LO001,CO6,13,v1.4(may22-dev),353.046,9.412,8788.000,2.864,6944.000,0.471,0.792,27.000,4.000,0.650,0.000,129.000,0.000,148.300,73,75.300
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,31,WE00044,D005,LO001,CO6,13,v1.4(may22-dev),576.456,39.345,5137.000,1.405,3707.000,0.364,0.640,55.000,7.000,0.633,0.000,129.000,0.000,76.000,151,75.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,14,WE00026,C002,LO001,CO6,13,v1.4(may22-dev),344.256,50.284,4851.000,0.826,2972847.000,0.313,0.528,42.000,6.000,0.505,32.000,87.000,0.000,84.000,156,72.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,3,WE00003,A003,LO001,CO6,13,v1.4(may22-dev),197.585,8.173,4932.000,1.048,1641884.000,0.296,0.529,9.000,2.000,0.317,72.000,129.000,0.000,114.200,55,59.200
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,19,WE00019,B006,LO001,CO6,13,v1.4(may22-dev),407.788,28.219,6546.000,2.398,3969.000,0.484,0.822,68.000,10.000,0.575,0.000,129.000,0.000,107.800,54,53.800
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,23,WE00037,D012,LO001,CO6,13,v1.4(may22-dev),422.336,5.771,4239.000,5.399,4338.000,0.372,0.538,31.000,6.000,0.561,0.000,129.000,0.000,101.000,48,53.000
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,26,WE00040,D009,LO001,CO6,13,v1.4(may22-dev),278.916,8.407,1485.000,1.345,3226.000,0.377,0.620,11.000,3.000,0.663,0.000,129.000,0.000,101.000,48,53.000
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,21,WE00035,C011,LO001,CO6,13,v1.4(may22-dev),313.798,7.703,2002.000,4.236,4321.000,0.441,0.755,33.000,7.000,0.687,0.000,129.000,0.000,100.000,48,52.000
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,19,WE00033,C009,LO001,CO6,13,v1.4(may22-dev),401.893,50.993,7563.000,0.581,5708.000,0.371,0.624,30.000,4.000,0.540,0.000,129.000,0.000,51.000,103,52.000
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,27,WE00027,C003,LO001,CO6,13,v1.4(may22-dev),509.564,17.086,4988.000,1.933,7231.000,0.447,0.721,33.000,9.000,0.712,0.000,129.000,0.000,51.000,103,52.000
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,2,WE00002,A002,LO001,CO6,13,v1.4(may22-dev),448.817,17.466,4615.000,2.735,3617.000,0.347,0.574,48.000,9.000,0.558,0.000,129.000,0.000,99.200,48,51.200
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,11,WE00011,A011,LO001,CO6,13,v1.4(may22-dev),242.227,6.460,2032.000,1.307,1543431.000,0.411,0.719,8.000,2.000,0.612,0.000,128.000,0.000,98.300,49,49.300
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,22,WE00036,C012,LO001,CO6,13,v1.4(may22-dev),247.412,46.068,4453.000,2.277,2413307.000,0.453,0.768,105.000,20.000,0.659,68.000,129.000,0.000,98.000,51,47.000
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,20,WE00020,B005,LO001,CO6,13,v1.4(may22-dev),485.688,30.269,5471.000,2.039,6231.000,0.406,0.660,62.000,13.000,0.778,0.000,129.000,0.000,48.800,91,42.200
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,58,WE00074,G002,LO001,CO6,13,v1.4(may22-dev),247.931,1.017,5153.000,29.270,2598349.000,0.401,0.582,30.000,5.000,0.634,0.000,52.000,0.000,175.000,150,25.000
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,15,WE00015,B010,LO001,CO6,13,v1.4(may22-dev),118.644,7.419,25417.000,3.393,126397.000,0.343,0.642,25.000,5.000,0.505,48.000,129.000,0.000,52.900,29,23.900
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,46,WE00061,F012,LO001,CO6,13,v1.4(may22-dev),653.332,0.353,9276.000,256.208,7785.000,0.590,0.937,91.000,13.000,0.916,0.000,129.000,0.000,168.000,151,17.000
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,95,WE00027,C003,LO002,CO6,13,v1.4(may22-dev),217.336,0.098,636.000,14.059,5898.000,0.310,0.492,1.000,1.000,0.932,0.000,129.000,0.000,140.000,157,17.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,87,WE00093,H004,LO001,CO6,13,v1.4(may22-dev),802.237,0.697,4182.000,31.950,6842.000,0.283,0.385,22.000,5.000,0.793,0.000,129.000,0.000,164.900,151,13.900
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,53,WE00068,F005,LO001,CO6,13,v1.4(may22-dev),316.081,0.148,3036.000,79.235,5152.000,0.427,0.752,12.000,2.000,0.871,0.000,129.000,0.000,168.000,181,13.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,21,WE00021,B004,LO001,CO6,13,v1.4(may22-dev),214.734,0.193,1547.000,6.289,4356.000,0.356,0.543,1.000,1.000,0.995,0.000,129.000,0.000,162.200,175,12.800
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,66,WE00082,G010,LO001,CO6,13,v1.4(may22-dev),529.171,0.133,1302.000,42.222,2691.000,0.347,0.450,6.000,2.000,0.836,0.000,129.000,0.000,170.000,181,11.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,59,WE00075,G003,LO001,CO6,13,v1.4(may22-dev),347.481,1.576,5073.000,34.681,85718.000,0.433,0.692,55.000,8.000,0.595,0.000,76.000,0.000,163.000,174,11.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,60,WE00076,G004,LO001,CO6,13,v1.4(may22-dev),546.746,3.075,3005.000,21.405,101845.000,0.368,0.588,66.000,13.000,0.647,50.000,129.000,0.000,168.000,158,10.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,64,WE00080,G008,LO001,CO6,13,v1.4(may22-dev),627.326,0.283,5516.000,138.705,9523.000,0.512,0.785,39.000,7.000,0.957,0.000,129.000,0.000,161.000,151,10.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,54,WE00070,F003,LO001,CO6,13,v1.4(may22-dev),327.817,0.187,1462.000,45.670,3949.000,0.549,0.877,9.000,2.000,0.979,0.000,129.000,0.000,159.000,169,10.000
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,82,WE00018,B007,LO002,CO6,13,v1.4(may22-dev),743.598,0.233,4262.000,106.662,8747.000,0.353,0.474,25.000,5.000,0.907,0.000,129.000,0.000,172.600,163,9.600
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,9,WE00009,A009,LO001,CO6,13,v1.4(may22-dev),365.290,0.267,1999.000,20.580,1915744.000,0.282,0.392,5.000,2.000,0.554,28.000,129.000,0.000,145.400,154,8.600
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,64,WE00079,G007,LO001,CO6,13,v1.4(may22-dev),224.752,3.776,2159.000,12.900,2949815.000,0.631,0.938,49.000,8.000,0.968,0.000,84.000,0.000,110.500,102,8.500
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,50,WE00065,F008,LO001,CO6,13,v1.4(may22-dev),892.876,0.356,4655.000,147.758,5283.000,0.433,0.623,53.000,10.000,0.924,0.000,129.000,0.000,171.000,163,8.000
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,125,WE00058,E010,LO002,CO6,13,v1.4(may22-dev),209.750,1.882,4583.000,9.585,99463.000,0.416,0.762,18.000,3.000,0.837,48.000,129.000,0.000,104.000,96,8.000
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,41,WE00041,D008,LO001,CO6,24,v1.4(may22-dev),436.843,0.108,5537.000,57.979,6658.000,0.440,0.602,6.000,2.000,0.912,0.000,239.000,0.000,149.600,157,7.400
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,118,WE00054,E006,LO002,CO6,13,v1.4(may22-dev),300.732,0.804,8261.000,51.084,3755621.000,0.344,0.472,41.000,6.000,0.490,0.000,59.000,0.000,164.900,172,7.100
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,42,WE00056,E008,LO001,CO6,13,v1.4(may22-dev),638.596,0.242,6960.000,152.414,8106.000,0.550,0.838,37.000,6.000,0.975,0.000,129.000,0.000,152.000,145,7.000
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,156,WE00096,H001,LO002,CO6,13,v1.4(may22-dev),334.736,2.414,5225.000,10.021,3883.000,0.432,0.799,24.000,4.000,0.877,0.000,129.000,0.000,102.000,109,7.000
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,82,WE00017,B008,LO002,CO6,13,v1.4(may22-dev),158.843,1.328,8550.000,18.993,2637816.000,0.368,0.581,25.000,5.000,0.512,0.000,58.000,0.000,87.000,94,7.000
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,15,WE00027,C003,LO001,CO6,13,v1.4(may22-dev),489.590,22.012,2646.000,2.287,133459.000,0.363,0.655,50.000,11.000,0.636,17.000,129.000,0.000,77.000,70,7.000
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,36,WE00037,D012,LO001,CO6,13,v1.4(may22-dev),773.179,1.527,7098.000,18.838,13246.000,0.400,0.579,29.000,6.000,0.924,0.000,129.000,0.000,168.500,175,6.500
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,102,WE00038,D011,LO002,CO6,13,v1.4(may22-dev),174.849,0.465,5681.000,11.164,3459049.000,0.318,0.517,5.000,1.000,0.586,0.000,68.000,0.000,177.600,184,6.400
